img,bodyPartName,bodyPartConf,eq_type,eq_conf,eqCover_conf,eq_box,eqCover_bool
image-asset/shutterstock_1821026021.jpg,HEAD,92.74073791503906,HEAD_COVER,96.07743072509766,99.9708251953125,0.004376099511597009,True
image-asset/shutterstock_1821026021.jpg,FACE,99.49757385253906,FACE_COVER,99.9905014038086,95.19026947021484,0.002602469639472138,True
image-asset/shutterstock_1821026021.jpg,HEAD,99.9786148071289,HEAD_COVER,93.06236267089844,99.99827575683594,0.004835701510462753,True
image-asset/spencer-davis-QTKwYmMumfk-unsplash.jpg,LEFT_HAND,88.1764144897461,HAND_COVER,98.98136901855469,98.2395248413086,0.010905335192859411,True
image-asset/taken/IMG_8031.JPG,FACE,99.55567169189453,FACE_COVER,99.99459838867188,50.0,0.0012365927650066083,True
image-asset/taken/IMG_8032.JPG,FACE,99.3154525756836,FACE_COVER,99.9945297241211,94.51058197021484,0.0030376289610542506,True
image-asset/taken/IMG_8033.JPG,FACE,97.0833969116211,FACE_COVER,99.99459838867188,58.4605712890625,0.002119826655690271,False
image-asset/taken/IMG_8034.JPG,FACE,98.61367797851562,FACE_COVER,99.99639129638672,50.0,0.002132050586142159,True
image-asset/taken/IMG_8035.JPG,FACE,98.9234619140625,FACE_COVER,99.99467468261719,96.93978881835938,0.0029092072029876515,True
image-asset/taken/IMG_8036.JPG,FACE,99.87922668457031,FACE_COVER,99.9694595336914,91.1281509399414,0.021499719531192785,True
image-asset/taken/IMG_8037.JPG,FACE,99.96676635742188,FACE_COVER,99.97795104980469,95.85900115966797,0.019419893032984747,True
image-asset/taken/IMG_8038.JPG,FACE,98.63581085205078,FACE_COVER,99.9937515258789,72.3757095336914,0.0024289409901883385,True
image-asset/taken/IMG_8039.JPG,FACE,85.13041687011719,FACE_COVER,99.50425720214844,50.0,0.007729902531445898,True
image-asset/taken/IMG_8039.JPG,HEAD,99.96340942382812,HEAD_COVER,85.15515899658203,99.94351959228516,0.047357023572613954,True
image-asset/taken/IMG_8040.JPG,FACE,77.37332153320312,FACE_COVER,99.53140258789062,94.32498168945312,0.0020375359113144476,False
image-asset/taken/IMG_8040.JPG,HEAD,99.91768646240234,HEAD_COVER,53.99895095825195,99.93514251708984,0.010198108192523037,True
image-asset/taken/IMG_8041.JPG,HEAD,99.35625457763672,HEAD_COVER,95.79071044921875,98.78030395507812,0.055718385026983785,True
image-asset/taken/IMG_8042.JPG,HEAD,99.41129302978516,HEAD_COVER,89.75589752197266,99.97286987304688,0.010447364720149621,True
image-asset/taken/IMG_8043.JPG,FACE,99.36792755126953,FACE_COVER,97.11290740966797,83.01648712158203,0.025121829125107187,True
image-asset/taken/IMG_8043.JPG,HEAD,99.99669647216797,HEAD_COVER,68.86280822753906,93.51142883300781,0.10961031222613293,True
image-asset/taken/IMG_8044.JPG,FACE,80.44752502441406,FACE_COVER,96.06912994384766,79.72572326660156,0.0038236381914055206,True
image-asset/taken/IMG_8045.JPG,HEAD,99.99890899658203,HEAD_COVER,60.81891632080078,99.99710845947266,0.08961340506529147,True
image-asset/taken/IMG_8047.JPG,FACE,99.16786193847656,FACE_COVER,99.99311828613281,92.34873962402344,0.007086397449722559,True
image-asset/taken/IMG_8047.JPG,HEAD,99.8350601196289,HEAD_COVER,57.51020431518555,99.79788208007812,0.01603461747705337,True
image-asset/taken/IMG_8048.JPG,FACE,94.88439178466797,FACE_COVER,99.8753890991211,64.4688720703125,0.006400785806593756,True
image-asset/taken/IMG_8048.JPG,HEAD,99.96773529052734,HEAD_COVER,74.29692840576172,99.99297332763672,0.026229548412634696,True
image-asset/taken/IMG_8050.JPG,FACE,99.63909149169922,FACE_COVER,99.9900131225586,89.30684661865234,0.007862900032488684,True
image-asset/taken/IMG_8051.JPG,FACE,85.99560546875,FACE_COVER,99.79006958007812,57.93501281738281,0.006566390993941074,True
image-asset/taken/IMG_8051.JPG,HEAD,99.9407958984375,HEAD_COVER,86.5996322631836,99.9913330078125,0.02912647993331241,True
image-asset/taken/IMG_8052.JPG,HEAD,99.96851348876953,HEAD_COVER,87.13623046875,99.98729705810547,0.021266612862992584,True
image-asset/taken/IMG_8053.JPG,FACE,98.190673828125,FACE_COVER,99.98865509033203,76.7016372680664,0.0005419510738844183,True
image-asset/taken/IMG_8054.JPG,FACE,80.78688049316406,FACE_COVER,99.97551727294922,92.50250244140625,0.000299587037498647,True
image-asset/taken/IMG_8055.JPG,HEAD,99.62995147705078,HEAD_COVER,71.8890151977539,99.99317169189453,0.0007992677993407665,True
